"INDIC_AGR","GEO","FARMTYPE","LEG_FORM","SO_EUR","AGRAREA","TIME","Value"
"Farms whose household consumes more than 50% of the final production - number","Luxembourg","Total","Total","Total","Total","2007",":"
"Farms whose household consumes more than 50% of the final production - number","Luxembourg","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","Hungary","Total","Total","Total","Total","2016","257,100"
"Farms whose household consumes more than 50% of the final production - number","Hungary","Total","Total","Total","Total","2013","316,410"
"Farms whose household consumes more than 50% of the final production - number","Hungary","Total","Total","Total","Total","2010","453,670"
"Farms whose household consumes more than 50% of the final production - number","Hungary","Total","Total","Total","Total","2007","522,590"
"Farms whose household consumes more than 50% of the final production - number","Hungary","Total","Total","Total","Total","2005","596,760"
"Farms whose household consumes more than 50% of the final production - number","Malta","Total","Total","Total","Total","2016","2,630"
"Farms whose household consumes more than 50% of the final production - number","Malta","Total","Total","Total","Total","2013","3,020"
"Farms whose household consumes more than 50% of the final production - number","Malta","Total","Total","Total","Total","2010","6,520"
"Farms whose household consumes more than 50% of the final production - number","Malta","Total","Total","Total","Total","2007","3,640"
"Farms whose household consumes more than 50% of the final production - number","Malta","Total","Total","Total","Total","2005","3,910"
"Farms whose household consumes more than 50% of the final production - number","Netherlands","Total","Total","Total","Total","2016","0"
"Farms whose household consumes more than 50% of the final production - number","Netherlands","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Netherlands","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Netherlands","Total","Total","Total","Total","2007","0"
"Farms whose household consumes more than 50% of the final production - number","Netherlands","Total","Total","Total","Total","2005","0"
"Farms whose household consumes more than 50% of the final production - number","Austria","Total","Total","Total","Total","2016","0"
"Farms whose household consumes more than 50% of the final production - number","Austria","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Austria","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Austria","Total","Total","Total","Total","2007","0"
"Farms whose household consumes more than 50% of the final production - number","Austria","Total","Total","Total","Total","2005","0"
"Farms whose household consumes more than 50% of the final production - number","Poland","Total","Total","Total","Total","2016","259,000"
"Farms whose household consumes more than 50% of the final production - number","Poland","Total","Total","Total","Total","2013","538,320"
"Farms whose household consumes more than 50% of the final production - number","Poland","Total","Total","Total","Total","2010","510,840"
"Farms whose household consumes more than 50% of the final production - number","Poland","Total","Total","Total","Total","2007","908,170"
"Farms whose household consumes more than 50% of the final production - number","Poland","Total","Total","Total","Total","2005","1,014,950"
"Farms whose household consumes more than 50% of the final production - number","Portugal","Total","Total","Total","Total","2016","108,380"
"Farms whose household consumes more than 50% of the final production - number","Portugal","Total","Total","Total","Total","2013","49,990"
"Farms whose household consumes more than 50% of the final production - number","Portugal","Total","Total","Total","Total","2010","57,290"
"Farms whose household consumes more than 50% of the final production - number","Portugal","Total","Total","Total","Total","2007","21,830"
"Farms whose household consumes more than 50% of the final production - number","Portugal","Total","Total","Total","Total","2005","29,440"
"Farms whose household consumes more than 50% of the final production - number","Romania","Total","Total","Total","Total","2016","2,956,380"
"Farms whose household consumes more than 50% of the final production - number","Romania","Total","Total","Total","Total","2013","3,178,490"
"Farms whose household consumes more than 50% of the final production - number","Romania","Total","Total","Total","Total","2010","3,589,530"
"Farms whose household consumes more than 50% of the final production - number","Romania","Total","Total","Total","Total","2007","3,172,280"
"Farms whose household consumes more than 50% of the final production - number","Romania","Total","Total","Total","Total","2005","3,444,760"
"Farms whose household consumes more than 50% of the final production - number","Slovenia","Total","Total","Total","Total","2016","40,150"
"Farms whose household consumes more than 50% of the final production - number","Slovenia","Total","Total","Total","Total","2013","42,980"
"Farms whose household consumes more than 50% of the final production - number","Slovenia","Total","Total","Total","Total","2010","44,430"
"Farms whose household consumes more than 50% of the final production - number","Slovenia","Total","Total","Total","Total","2007","45,570"
"Farms whose household consumes more than 50% of the final production - number","Slovenia","Total","Total","Total","Total","2005","52,770"
"Farms whose household consumes more than 50% of the final production - number","Slovakia","Total","Total","Total","Total","2016","15,800"
"Farms whose household consumes more than 50% of the final production - number","Slovakia","Total","Total","Total","Total","2013","12,110"
"Farms whose household consumes more than 50% of the final production - number","Slovakia","Total","Total","Total","Total","2010","13,020"
"Farms whose household consumes more than 50% of the final production - number","Slovakia","Total","Total","Total","Total","2007","64,010"
"Farms whose household consumes more than 50% of the final production - number","Slovakia","Total","Total","Total","Total","2005","63,570"
"Farms whose household consumes more than 50% of the final production - number","Finland","Total","Total","Total","Total","2016","0"
"Farms whose household consumes more than 50% of the final production - number","Finland","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Finland","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Finland","Total","Total","Total","Total","2007","0"
"Farms whose household consumes more than 50% of the final production - number","Finland","Total","Total","Total","Total","2005","0"
"Farms whose household consumes more than 50% of the final production - number","Sweden","Total","Total","Total","Total","2016","0"
"Farms whose household consumes more than 50% of the final production - number","Sweden","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Sweden","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Sweden","Total","Total","Total","Total","2007",":"
"Farms whose household consumes more than 50% of the final production - number","Sweden","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","Iceland","Total","Total","Total","Total","2016",":"
"Farms whose household consumes more than 50% of the final production - number","Iceland","Total","Total","Total","Total","2013",":"
"Farms whose household consumes more than 50% of the final production - number","Iceland","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Iceland","Total","Total","Total","Total","2007",":"
"Farms whose household consumes more than 50% of the final production - number","Iceland","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","Norway","Total","Total","Total","Total","2016",":"
"Farms whose household consumes more than 50% of the final production - number","Norway","Total","Total","Total","Total","2013","0"
"Farms whose household consumes more than 50% of the final production - number","Norway","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Norway","Total","Total","Total","Total","2007","0"
"Farms whose household consumes more than 50% of the final production - number","Norway","Total","Total","Total","Total","2005","0"
"Farms whose household consumes more than 50% of the final production - number","Switzerland","Total","Total","Total","Total","2016",":"
"Farms whose household consumes more than 50% of the final production - number","Switzerland","Total","Total","Total","Total","2013",":"
"Farms whose household consumes more than 50% of the final production - number","Switzerland","Total","Total","Total","Total","2010","0"
"Farms whose household consumes more than 50% of the final production - number","Switzerland","Total","Total","Total","Total","2007",":"
"Farms whose household consumes more than 50% of the final production - number","Switzerland","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","United Kingdom","Total","Total","Total","Total","2016",":"
"Farms whose household consumes more than 50% of the final production - number","United Kingdom","Total","Total","Total","Total","2013",":"
"Farms whose household consumes more than 50% of the final production - number","United Kingdom","Total","Total","Total","Total","2010",":"
"Farms whose household consumes more than 50% of the final production - number","United Kingdom","Total","Total","Total","Total","2007",":"
"Farms whose household consumes more than 50% of the final production - number","United Kingdom","Total","Total","Total","Total","2005",":"
"Farms whose household consumes more than 50% of the final production - number","Montenegro","Total","Total","Total","Total","2016",":"
"Farms whose household consumes more than 50% of the final production - number","Montenegro","Total","Total","Total","Total","2013",":"
"Farms whose household consumes more than 50% of the final production - number","Montenegro","Total","Total","Total","Total","2010","37,350"
"Farms whose household consumes more than 50% of the final production - number","Montenegro","Total","Total","Total","Total","2007",":"
"Farms whose household consumes more than 50% of the final production - number","Montenegro","Total","Total","Total","Total","2005",":"
